Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Role
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Not Interested,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Beginner,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Average,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Intermediate,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,IT Support and Helpdesk Management
Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,IT Support and Helpdesk Management
Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,IT Support and Helpdesk Management
Average,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,IT Support and Helpdesk Management
Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,IT Support and Helpdesk Management
Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,IT Support and Helpdesk Management
Not Interested,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,IT Support and Helpdesk Management
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,IT Support and Helpdesk Management
Beginner,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,IT Support and Helpdesk Management
Average,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,IT Support and Helpdesk Management
Intermediate,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,IT Support and Helpdesk Management
Excellent,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,IT Support and Helpdesk Management
Not Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,IT Support and Helpdesk Management
Poor,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,IT Support and Helpdesk Management
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,IT Support and Helpdesk Management
Average,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,IT Support and Helpdesk Management
Intermediate,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,IT Support and Helpdesk Management
Excellent,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,IT Support and Helpdesk Management
Not Interested,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,IT Support and Helpdesk Management
Poor,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,IT Support and Helpdesk Management
Beginner,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,IT Support and Helpdesk Management
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,IT Support and Helpdesk Management
Intermediate,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,IT Support and Helpdesk Management
Excellent,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,IT Support and Helpdesk Management
Not Interested,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,IT Support and Helpdesk Management
Poor,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,IT Support and Helpdesk Management
Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,IT Support and Helpdesk Management
Average,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,IT Support and Helpdesk Management
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,IT Support and Helpdesk Management
Excellent,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,IT Support and Helpdesk Management
Not Interested,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,IT Support and Helpdesk Management
Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,IT Support and Helpdesk Management
Beginner,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,IT Support and Helpdesk Management
Average,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,IT Support and Helpdesk Management
Intermediate,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,IT Support and Helpdesk Management
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,IT Support and Helpdesk Management
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,IT Support and Helpdesk Management
Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,IT Support and Helpdesk Management
Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,IT Support and Helpdesk Management
Not Interested,Average,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,IT Support and Helpdesk Management
Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,IT Support and Helpdesk Management
Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,IT Support and Helpdesk Management
Poor,Not Interested,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,IT Support and Helpdesk Management
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,IT Support and Helpdesk Management
Poor,Beginner,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,IT Support and Helpdesk Management
Poor,Average,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,IT Support and Helpdesk Management
Poor,Intermediate,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,IT Support and Helpdesk Management
Poor,Excellent,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,IT Support and Helpdesk Management
Beginner,Not Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,IT Support and Helpdesk Management
Beginner,Poor,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,IT Support and Helpdesk Management
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,IT Support and Helpdesk Management
Beginner,Average,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,IT Support and Helpdesk Management
Beginner,Intermediate,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,IT Support and Helpdesk Management
Beginner,Excellent,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,IT Support and Helpdesk Management
Average,Not Interested,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,IT Support and Helpdesk Management
Average,Poor,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,IT Support and Helpdesk Management
Average,Beginner,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,IT Support and Helpdesk Management
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,IT Support and Helpdesk Management
Average,Intermediate,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,IT Support and Helpdesk Management
Average,Excellent,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,IT Support and Helpdesk Management
Intermediate,Not Interested,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,IT Support and Helpdesk Management
Intermediate,Poor,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,IT Support and Helpdesk Management
Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,IT Support and Helpdesk Management
